,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8
329,delimitation_2014.pdf,25,1,बरसलपुर,"1. बरसलपुर
2. 20 एसएमडी
3. 7 एएम प्रथम
4. कबरेवाला
13. सांचू
14. डेहरिया
5. कायमवाला
6. केहरली
7. मीरणवाला
8. मूसेवाला
9. मगनवाला
10. भीयावाला
11. भूरासर
12. राववाला
15. अखूसर
16 अन्नेवाला",बरसलपुर,"1. बरसलपुर
2. छीला कश्मीर",,,
330,delimitation_2014.pdf,25,2,,-,भुरासर,"1. भूरासर
2. मगनवाला
3. भींयावाला
4. मूसेवाला
5. करनीसर
6. डेहरिया
7. कायमवाला
8. कबरेवाला",,,
331,delimitation_2014.pdf,25,,,7. भोजास,,,,,
332,delimitation_2014.pdf,25,17,-,-,पुन्दलसर,"1. पुन्दलसर
2. हेमासर
3. सालासर",,,
333,delimitation_2014.pdf,25,18,-,-,बेणीसर,"1. बेणीसर
2. भोजास",,,
334,delimitation_2014.pdf,25,19,|,-,सतासर,"1. सतासर
2. लालासर
3. रेवाडा",,,
335,delimitation_2014.pdf,25,20,सावतसर,"1. सांवतसर
2. लिखमीसर उतरादा
3. लिखमीसर दिखणादा",सांवतसर,1. सांवतसर,,,
336,delimitation_2014.pdf,25,21,-,-,लिखमीसर दिखणादा,"1. लिखमीसर उतरादा
2. लिखमीसर दिखणादा",,,
337,delimitation_2014.pdf,25,22,ऊपनी,"1. ऊपनी
2. कल्याणसर
3. कल्याणसर नया",ऊपनी,"1. ऊपनी
2. कल्याणसर",,,
338,delimitation_2014.pdf,25,23,-,-,कल्याणसर नया,1. कल्याणसर नया,,,
339,delimitation_2014.pdf,25,24,रिडी,"1. रिडी
2. अभयसिंहपुरा",रीडी,1. रीडी,,,
340,delimitation_2014.pdf,25,25,"इन्दपालसर
सांखलान","1. इन्दपालसर सांखलान
2. इन्दपालसर राईकान
3. इन्दपालसर हीरावतान
4. इन्दपालसर गुसाईसर
5. बिग्गा बास रामसरा
6. अमृतवासी
7. सुरजनवासी",इन्दपालसर सांखलान,"1. इन्दपालसर सांखलान
2. इन्दपालसर राईकान
3. इन्दपालसर हीरावतान
4. इन्दपालसर गुसाईसर
5. अमृतवासी
6. सुरजनवासी",,,
341,delimitation_2014.pdf,25,26,-,-,बिग्गा बास रामसरा,1. बिग्गा बास रामसरा,,,
342,delimitation_2014.pdf,25,27,बाडेला,"1. बाडेला
2. धनेरू",बाडेला,1. बाडेला,,,
343,delimitation_2014.pdf,25,28,-,-,धनेरू,1. धनेरू,,,
344,delimitation_2014.pdf,25,29,बापेऊ,"1. बापेऊ
2. बापेऊ पुरोहितान
3. राजेडू",बापेऊ,"1. बापेऊ
2. बापेऊ पुरोहितान",,,
345,delimitation_2014.pdf,25,30,-,-,राजेडू,1. राजेडू,,,
346,delimitation_2014.pdf,26,,,,,9. 7 एएम प्रथम,,,
347,delimitation_2014.pdf,26,3,,,राववाला,"1. राववाला
2. अखूसर
3. अन्नेवाला
4. सांचू",,,
348,delimitation_2014.pdf,26,4.,गोकुल,"1. गोकुल
2. सादोलाई
3. ढंढकला
4. करनीसर
5. कान्धरली
6. शास्त्रीनगर
7. छिला कश्मीर
8. तंवरेवाला
9. नसूमा",गोकुल,"1. गोकुल 2. सादोलाई
3. ढंढकला
4. केहरली
5. मेघजी का तला
6. कान्धरली
7. शास्त्रीनगर",,,
349,delimitation_2014.pdf,26,10 5,भलूरी,"1. भलूरी
2. बन्धली
3. बिकेन्द्री
4. मोड़िया
5. 2 बी . एल . एम . ( नया गांव )
6. मेघ जी का तला
7. बिजेरी
8. दण्डर्खुद
9. जग्गासर
10. गुलामवाला
11. 11 एस.एम.डी. ( मम्मूवाला )",भलूरी,"1. भलूरी
2. बन्धली
3. बिकेन्द्री
4. मोड़िया
5. 2 बीएलएम ( नया गांव )",,,
350,delimitation_2014.pdf,26,9,,,जग्गासर,"1. जग्गासर
2. 20 एसएमडी
3. 11 एसएमडी ( मम्मूवाला )
4. दण्डखुर्द
5. गुलामवाला
6. बिजेरी
7. तंवरेवाला
8. नसूमा
9. मीरणवाला",,,
351,delimitation_2014.pdf,26,7,बांगड़सर,"1. बागड़सर
2. जुगतसिंह की ढाणी 1 सीडी वाई ( जगतसिंहपुरा ) 3. 6-8 एएम ( सन्तोषनगर )
4. शेरूवाला
5. जागणवाला",बागड़सर,1. बागड़सर,,,
352,delimitation_2014.pdf,26,8,,,6-8 एएम सन्तोषनगर,"1. 6-8 एएम ( सन्तोषनगर )
2. जागणवाला
3. जुगतसिंह की ढ़ाणी 1 सीडी
वाई ( जगतसिंहपुरा ) 4. शेरूवाला",,,
353,delimitation_2014.pdf,26,6,मण्डाल चारनान,"1. मण्डाल चारनान
2. राणेरी
3. शरह बिकोलाई
4. शरह पुनोलाव
5. शरह शंडायच
6. छनेरी
7. चक बीठनोक
8. चक कन्याबन्ध
9. चक मण्डाल बन्ध
10. गोविन्दसर",मण्डाल चारनान,"1. मण्डाल चारनान
2. राणेरी
3. शरह शंडायच
4. शरह बीकोलाई
5. शरह पुनोलाव
6. चक बीठनोक
7. चक मण्डालबन्ध
8. छनेरी
9. गोविन्दसर
10. चक कन्या बन्ध
11. मण्डाल रावलोतान",,,
354,delimitation_2014.pdf,26,10,"सियाणा बड़ा
भाटियान","1. सियाणा बडा भाटियान
2. सियाणा कुण्डलियान
3. सियाणा कबाड़ियान
4. सियाणा सांखलान
5. सियाणा सुथारान 6. सियाणा चारनान
7. सियाणा जोधासर
8. खारा लोहान
9. बाला का गोल
10. नेणिया",सियाणा बडा भाटियान,"1. सियाणा बडा भाटियान
2. सियाणा कुण्डलियान
3. सियाणा कबाड़ियान
4. सियाणा सांखलान
5. सियाणा सुथारान 6. सियाणा चारनान
7. सियाणा जोधासर",,,
355,delimitation_2014.pdf,27,11,गिराजसर,"1. गिराजसर
2. पंचपीठ की ढ़ाणी
3. पेथडो की ढाणी
4. कुम्हारों की ढ़ाणी
5. शिम्भु का बुर्ज
6. सोलकियों की ढाणी
7. देवडों की ढ़ाणी
8. जैतूगो की ढ़ाणी",गिराजसर,"1. गिराजसर
2. शिम्भु का बुर्ज
3. पेथड़ो की ढाणी",,,
356,delimitation_2014.pdf,27,12,T,,देवडो की ढाणी,"1. जैतुंगो की ढ़ाणी
2. देवडों की ढ़ाणी
3. सोलकियों की ढाणी
4. पंचपीठ की ढाणी
5. कुम्हारों की ढ़ाणी",,,
357,delimitation_2014.pdf,27,13,हदां,"1. हदां
2. शरह एकलिया
3. शरह कुम्बोलाई
4. लम्बाणा भाटियान
5. लम्माणा मूलवान
6. शरह थुम्बली
7. खाखूसर 8. खेतोलाई मूलवान
9. शरह करनेत
10. शरह अड़वायत
11. शरह गंगेरी
12. शरह लवायत
13. लोहिया",हदां,"1. हदां
2. शरह एकलिया
3. लम्बाणा भाटियान
4. शरह थुम्बली
5. लम्माणा मूलवान 6. शरह कुम्बोलाई",,,
358,delimitation_2014.pdf,27,14,T,,खाखूसर,"1. खाखूसर 2. खेतोलाई मूलवान
3. लोहिया
4. शरह गंगेरी
5. शरह अडवायत
6. शरह लवायत
7. बाला का गोल
8. नैणिया",,,
359,delimitation_2014.pdf,27,15,भाणे का गांव,"1. भाणे का गांव
2. खारिया बास
3. खारिया मलीनाथ
4. कन्या की बस्ती
5. भोम हेम सिंह
6. भोम नाहर सिंह
7. भोम अखेसिंह
8. लाड खां उर्फ नया गांव
9. जानासर",भाणे का गांव,"1. भाणे का गांव
2. खारिया मलीनाथ
3. कन्या की बस्ती
4. भोम हेमसिंह
5. भोम नाहरसिंह
6. भोम अखेसिंह
7. जानासर
8. शरह करनेत
9. लाड खां उर्फ नया गांव",,,
360,delimitation_2014.pdf,27,16,भेलू,"1. भेलू
2. हनुमान नगर
3. खेत भेलू
4. गुलाबनगर
5. नान्दड़ा",भेलू,"1. भेलू
2. हनुमान नगर
3. खेत भेलू
4. गुलाबनगर",,,
361,delimitation_2014.pdf,27,17,-,,नान्दड़ा,"1. नान्दड़ा
2. खजोडा
3. खारा लोहान",,,
